,neighborhood_name,neighborhood_latitude,neighborhood_longitude,vanue,vanue_category,venue_latitude,venue_longitude
665,Church and Wellesley,43.6658599,-79.38315990000001,The Salad House,Mediterranean Restaurant,43.669508018475916,-79.38606068373156
666,Church and Wellesley,43.6658599,-79.38315990000001,The Drink,Coffee Shop,43.66416675815651,-79.3801489917456
667,Church and Wellesley,43.6658599,-79.38315990000001,Joe Fresh,Clothing Store,43.661956,-79.38016
668,Church and Wellesley,43.6658599,-79.38315990000001,Church Street Garage,Gay Bar,43.664710240695925,-79.3803316033599
669,Church and Wellesley,43.6658599,-79.38315990000001,Kokoni Izakaya,Japanese Restaurant,43.664181433817156,-79.38025833040214
670,Church and Wellesley,43.6658599,-79.38315990000001,Asahi Sushi,Sushi Restaurant,43.66987385309732,-79.38294265075162
671,Church and Wellesley,43.6658599,-79.38315990000001,Bishop and Belcher,Pub,43.67009573008565,-79.38235405899651
672,Church and Wellesley,43.6658599,-79.38315990000001,A&W,Fast Food Restaurant,43.66641495866356,-79.37823495735253
673,Church and Wellesley,43.6658599,-79.38315990000001,Flash,Strip Club,43.66431873076484,-79.38019013536531
674,Church and Wellesley,43.6658599,-79.38315990000001,Alexander Wood Statue,Sculpture Garden,43.66370219409484,-79.38030123823394
675,Church and Wellesley,43.6658599,-79.38315990000001,Noah's Natural Foods,Food & Drink Shop,43.66853209575393,-79.38588463120627
676,Church and Wellesley,43.6658599,-79.38315990000001,Croissant Tree,Coffee Shop,43.66957516951418,-79.3823307429487
677,Church and Wellesley,43.6658599,-79.38315990000001,Town Inn Suites,Hotel,43.66905597213064,-79.38257311903673
678,Church and Wellesley,43.6658599,-79.38315990000001,Wellesley Plaza,Plaza,43.666452,-79.378479
679,Harbourfront,43.6542599,-79.3606359,Roselle Desserts,Bakery,43.653446723052674,-79.3620167174383
680,Harbourfront,43.6542599,-79.3606359,Tandem Coffee,Coffee Shop,43.65355870959944,-79.36180945913513
681,Harbourfront,43.6542599,-79.3606359,Cooper Koo Family YMCA,Distribution Center,43.65324910177244,-79.35800826343677
682,Harbourfront,43.6542599,-79.3606359,Body Blitz Spa East,Spa,43.65473505045365,-79.35987433132891
683,Harbourfront,43.6542599,-79.3606359,Morning Glory Cafe,Breakfast Spot,43.653946942635294,-79.36114884214422
684,Harbourfront,43.6542599,-79.3606359,Impact Kitchen,Restaurant,43.65636850543279,-79.35697968750694
685,Harbourfront,43.6542599,-79.3606359,Corktown Common,Park,43.655617799749734,-79.3562113397429
686,Harbourfront,43.6542599,-79.3606359,Figs Breakfast & Lunch,Breakfast Spot,43.65567455427388,-79.3645032892494
687,Harbourfront,43.6542599,-79.3606359,The Distillery Historic District,Historic Site,43.65024435658077,-79.35932278633118
688,Harbourfront,43.6542599,-79.3606359,Dominion Pub and Kitchen,Pub,43.65691857501867,-79.35896684476664
689,Harbourfront,43.6542599,-79.3606359,Distillery Sunday Market,Farmers Market,43.650074989330655,-79.36183171318665
690,Harbourfront,43.6542599,-79.3606359,SOMA chocolatemaker,Chocolate Shop,43.65062222570758,-79.35812684032683
691,Harbourfront,43.6542599,-79.3606359,Rooster Coffee,Coffee Shop,43.65189965670432,-79.36560912104514
692,Harbourfront,43.6542599,-79.3606359,Cacao 70,Dessert Shop,43.650066694561666,-79.36072263183006
693,Harbourfront,43.6542599,-79.3606359,Arvo,Coffee Shop,43.64996280366945,-79.36144178325522
694,Harbourfront,43.6542599,-79.3606359,Alumnae Theatre,Theater,43.65275554626444,-79.36475283805089
695,Harbourfront,43.6542599,-79.3606359,Sumach Espresso,Coffee Shop,43.65813540553308,-79.35951549011845
696,Harbourfront,43.6542599,-79.3606359,Young Centre for the Performing Arts,Performing Arts Venue,43.65082466432163,-79.35759324240415
697,Harbourfront,43.6542599,-79.3606359,Starbucks,Coffee Shop,43.651613,-79.364917
698,Harbourfront,43.6542599,-79.3606359,Brick Street Bakery,Bakery,43.650574039683974,-79.35953942981405
699,Harbourfront,43.6542599,-79.3606359,Cluny Bistro & Boulangerie,French Restaurant,43.650565116074695,-79.35784287026658
700,Harbourfront,43.6542599,-79.3606359,Underpass Park,Park,43.65576361726024,-79.3548059463501
701,Harbourfront,43.6542599,-79.3606359,ODIN Cafe + Bar,Café,43.656738544928054,-79.35650305267754
702,Harbourfront,43.6542599,-79.3606359,Parliament Square Park,Park,43.65026388338689,-79.36219509081177
703,Harbourfront,43.6542599,-79.3606359,Cocina Economica,Mexican Restaurant,43.65495889022676,-79.3656572507398
704,Harbourfront,43.6542599,-79.3606359,El Catrin,Mexican Restaurant,43.650600737116996,-79.35892024942333
705,Harbourfront,43.6542599,-79.3606359,The Sweet Escape Patisserie,Bakery,43.65063217302609,-79.35870913127346
706,Harbourfront,43.6542599,-79.3606359,Berkeley Church,Event Space,43.65512324174501,-79.36587330410705
707,Harbourfront,43.6542599,-79.3606359,Caffe Furbo,Café,43.649969882303814,-79.35884946388191
708,Harbourfront,43.6542599,-79.3606359,Dark Horse Espresso Bar,Coffee Shop,43.653080578844275,-79.3570778621122
709,Harbourfront,43.6542599,-79.3606359,The Yoga Lounge,Yoga Studio,43.65551522261721,-79.36495542526245
710,Harbourfront,43.6542599,-79.3606359,Mill St. Brew Pub,Pub,43.65035331843578,-79.35848936650571
711,Harbourfront,43.6542599,-79.3606359,Greg's Ice Cream,Ice Cream Shop,43.65010164153305,-79.3604404498866
712,Harbourfront,43.6542599,-79.3606359,Izumi,Asian Restaurant,43.6499697935016,-79.36015326451906
713,Harbourfront,43.6542599,-79.3606359,John Fluevog Shoes,Shoe Store,43.64989585773889,-79.3594359503061
714,Harbourfront,43.6542599,-79.3606359,Soulpepper Theatre,Theater,43.65078003430492,-79.35761534068922
715,Harbourfront,43.6542599,-79.3606359,Wildly Delicious Cafe,Café,43.65043587832196,-79.3588615181307
716,Harbourfront,43.6542599,-79.3606359,Arta Gallery,Art Gallery,43.650022181882065,-79.36122168476822
717,Harbourfront,43.6542599,-79.3606359,The Abnormal Beauty Company,Cosmetics Shop,43.649892147380996,-79.3610051085219
718,Harbourfront,43.6542599,-79.3606359,The Aviary,Pub,43.65363394725125,-79.35466212072043
719,Harbourfront,43.6542599,-79.3606359,Vistek,Electronics Store,43.65704640025721,-79.35966695607046
720,Harbourfront,43.6542599,-79.3606359,TD Canada Trust,Bank,43.652779762702764,-79.3563362625656
721,Harbourfront,43.6542599,-79.3606359,The Beer Store,Beer Store,43.657773,-79.3574632
722,Harbourfront,43.6542599,-79.3606359,Savoury Grounds,Coffee Shop,43.656820970004496,-79.3589698353747
723,Harbourfront,43.6542599,-79.3606359,Flame Shack,Restaurant,43.656844075440546,-79.35891727496157
724,Harbourfront,43.6542599,-79.3606359,Residence & Conference Centre,Hotel,43.65304,-79.35704
725,Harbourfront,43.6542599,-79.3606359,The Healthy Road,Health Food Store,43.656264585886454,-79.35711882680904
726,Harbourfront,43.6542599,-79.3606359,GW General,Antique Shop,43.650495,-79.357538
727,"Garden District,Ryerson",43.6571618,-79.37893709999999,UNIQLO ユニクロ,Clothing Store,43.65591027779457,-79.38064099181345
728,"Garden District,Ryerson",43.6571618,-79.37893709999999,Silver Snail Comics,Comic Shop,43.65703137958407,-79.38140310220501
729,"Garden District,Ryerson",43.6571618,-79.37893709999999,Blaze Pizza,Pizza Place,43.656518,-79.380015
730,"Garden District,Ryerson",43.6571618,-79.37893709999999,Yonge-Dundas Square,Plaza,43.65605389742188,-79.38049504264389
731,"Garden District,Ryerson",43.6571618,-79.37893709999999,DAVIDsTEA,Tea Room,43.65697339589283,-79.38103961039258
732,"Garden District,Ryerson",43.6571618,-79.37893709999999,Page One Cafe,Café,43.65777161112601,-79.3760725691681
733,"Garden District,Ryerson",43.6571618,-79.37893709999999,Burrito Boyz,Burrito Place,43.656265264409015,-79.37834318376771
734,"Garden District,Ryerson",43.6571618,-79.37893709999999,Ed Mirvish Theatre,Theater,43.655101567321054,-79.37976762131545
735,"Garden District,Ryerson",43.6571618,-79.37893709999999,Jazz Bistro,Music Venue,43.65567828473835,-79.37927565514764
736,"Garden District,Ryerson",43.6571618,-79.37893709999999,Hokkaido Ramen Santouka らーめん山頭火,Ramen Restaurant,43.65643520293576,-79.37758637997793
737,"Garden District,Ryerson",43.6571618,-79.37893709999999,Five Guys,Burger Joint,43.65710635305761,-79.38130606340378
738,"Garden District,Ryerson",43.6571618,-79.37893709999999,Samsung Experience Store (Eaton Centre),Electronics Store,43.65564777812532,-79.3810108074576
739,"Garden District,Ryerson",43.6571618,-79.37893709999999,Salad King,Thai Restaurant,43.65760101432665,-79.38161963017174
740,"Garden District,Ryerson",43.6571618,-79.37893709999999,The Senator Restaurant,Diner,43.65564091455335,-79.37919882575557
741,"Garden District,Ryerson",43.6571618,-79.37893709999999,Tokyo Smoke,Coffee Shop,43.65723,-79.38087
742,"Garden District,Ryerson",43.6571618,-79.37893709999999,Cineplex Cinemas,Movie Theater,43.65612555948613,-79.38039005666784
743,"Garden District,Ryerson",43.6571618,-79.37893709999999,Infuse Cafe,Coffee Shop,43.658068043552504,-79.38172645275614
744,"Garden District,Ryerson",43.6571618,-79.37893709999999,Ryerson Image Centre,Art Gallery,43.65752337161094,-79.37945958709186
745,"Garden District,Ryerson",43.6571618,-79.37893709999999,Banh Mi Boys,Sandwich Place,43.659292,-79.381949
746,"Garden District,Ryerson",43.6571618,-79.37893709999999,Barberian's Steak House,Steakhouse,43.65775512925926,-79.38217741375935
747,"Garden District,Ryerson",43.6571618,-79.37893709999999,The Black Canary Espresso Bar,Café,43.65702925121356,-79.38138512728051
748,"Garden District,Ryerson",43.6571618,-79.37893709999999,306 Yonge Street - Jordan Store,Sporting Goods Shop,43.65649471160899,-79.38101531134684
749,"Garden District,Ryerson",43.6571618,-79.37893709999999,CF Toronto Eaton Centre,Shopping Mall,43.654540112988535,-79.38067738352993
750,"Garden District,Ryerson",43.6571618,-79.37893709999999,Nordstrom,Clothing Store,43.655041,-79.3809665
751,"Garden District,Ryerson",43.6571618,-79.37893709999999,JOEY Eaton Centre,Restaurant,43.65540379999999,-79.38192889999999
752,"Garden District,Ryerson",43.6571618,-79.37893709999999,Chipotle Mexican Grill,Mexican Restaurant,43.65686,-79.38091
753,"Garden District,Ryerson",43.6571618,-79.37893709999999,JOEY,American Restaurant,43.6560936540828,-79.38187792357716
754,"Garden District,Ryerson",43.6571618,-79.37893709999999,Kinka Izakaya Original,Japanese Restaurant,43.66059636632361,-79.37889120754515
755,"Garden District,Ryerson",43.6571618,-79.37893709999999,Danish Pastry House,Bakery,43.654574,-79.38074
756,"Garden District,Ryerson",43.6571618,-79.37893709999999,Ryerson Athletics Centre,College Rec Center,43.65843443942876,-79.37929610991361
757,"Garden District,Ryerson",43.6571618,-79.37893709999999,The Grand Hotel & Suites Toronto,Hotel,43.65644901207743,-79.3741100180102
758,"Garden District,Ryerson",43.6571618,-79.37893709999999,The Queen and Beaver Public House,Gastropub,43.65747228208784,-79.38352412327917
759,"Garden District,Ryerson",43.6571618,-79.37893709999999,Balzac's Coffee,Coffee Shop,43.65785440672277,-79.37919981155157
760,"Garden District,Ryerson",43.6571618,-79.37893709999999,BMV Books,Bookstore,43.657047061091596,-79.38166061431659
761,"Garden District,Ryerson",43.6571618,-79.37893709999999,The 3 Brewers,Beer Bar,43.655474284721,-79.38041324445061
762,"Garden District,Ryerson",43.6571618,-79.37893709999999,Oakham Café,Café,43.658077944767534,-79.37831497990125
763,"Garden District,Ryerson",43.6571618,-79.37893709999999,Elgin And Winter Garden Theatres,Theater,43.653393796019586,-79.3785073962175
764,"Garden District,Ryerson",43.6571618,-79.37893709999999,Elmwood Spa,Spa,43.6577592341367,-79.38258620521141
765,"Garden District,Ryerson",43.6571618,-79.37893709999999,Hailed Coffee,Coffee Shop,43.65883296982352,-79.38368351986598
766,"Garden District,Ryerson",43.6571618,-79.37893709999999,Spring Sushi,Sushi Restaurant,43.656252529816086,-79.38065954471074
767,"Garden District,Ryerson",43.6571618,-79.37893709999999,LUSH,Cosmetics Shop,43.653557,-79.3804
768,"Garden District,Ryerson",43.6571618,-79.37893709999999,Solei Tanning Salon,Tanning Salon,43.654734082347616,-79.38024826065258
769,"Garden District,Ryerson",43.6571618,-79.37893709999999,Crepe Delicious,Fast Food Restaurant,43.654536488277245,-79.38088885547485
770,"Garden District,Ryerson",43.6571618,-79.37893709999999,Ali Baba's - Yonge north of Dundas,Middle Eastern Restaurant,43.65791597172264,-79.38168923893144
771,"Garden District,Ryerson",43.6571618,-79.37893709999999,Kinton Ramen,Ramen Restaurant,43.660631695006714,-79.37887964897601
772,"Garden District,Ryerson",43.6571618,-79.37893709999999,MUJI,Miscellaneous Shop,43.656024,-79.383284
773,"Garden District,Ryerson",43.6571618,-79.37893709999999,The Elm Tree Restaurant,Modern European Restaurant,43.65739749535259,-79.38376054171513
774,"Garden District,Ryerson",43.6571618,-79.37893709999999,Jack Astor's Bar & Grill,Restaurant,43.65601939992059,-79.38032551379719
775,"Garden District,Ryerson",43.6571618,-79.37893709999999,Indigo,Bookstore,43.65351471121164,-79.38069591056922
776,"Garden District,Ryerson",43.6571618,-79.37893709999999,SEPHORA,Cosmetics Shop,43.653688,-79.38012
777,"Garden District,Ryerson",43.6571618,-79.37893709999999,Trattoria Mercatto,Italian Restaurant,43.65445314470199,-79.3809741075674
778,"Garden District,Ryerson",43.6571618,-79.37893709999999,Scaddabush Italian Kitchen & Bar,Italian Restaurant,43.658920292028725,-79.38289105381784
779,"Garden District,Ryerson",43.6571618,-79.37893709999999,Red Lobster,Seafood Restaurant,43.656328,-79.383621
780,"Garden District,Ryerson",43.6571618,-79.37893709999999,Apple Eaton Centre,Electronics Store,43.6540644,-79.3806966
781,"Garden District,Ryerson",43.6571618,-79.37893709999999,Duke's Refresher + Bar,Bar,43.65897985683036,-79.38294890507811
782,"Garden District,Ryerson",43.6571618,-79.37893709999999,Kabul Express,Middle Eastern Restaurant,43.65669146835466,-79.37664313658586
783,"Garden District,Ryerson",43.6571618,-79.37893709999999,Hollister Co.,Clothing Store,43.654479660102204,-79.38091371769396
784,"Garden District,Ryerson",43.6571618,-79.37893709999999,Big Smoke Burger,Burger Joint,43.65492030150413,-79.38080432697494
785,"Garden District,Ryerson",43.6571618,-79.37893709999999,Booster Juice,Juice Bar,43.65631796,-79.38276487
786,"Garden District,Ryerson",43.6571618,-79.37893709999999,Magic Tailor,Clothing Store,43.65374158228865,-79.37974523881418
787,"Garden District,Ryerson",43.6571618,-79.37893709999999,Lake Devo,Lake,43.6569936860937,-79.37689788366988
788,"Garden District,Ryerson",43.6571618,-79.37893709999999,Paramount Fine Foods,Middle Eastern Restaurant,43.65502870847598,-79.38024513018975
789,"Garden District,Ryerson",43.6571618,-79.37893709999999,Nordstrom Ebar,Coffee Shop,43.654648676831954,-79.38057377013143
790,"Garden District,Ryerson",43.6571618,-79.37893709999999,Marshalls,Department Store,43.659308,-79.3824621
791,"Garden District,Ryerson",43.6571618,-79.37893709999999,Roots,Clothing Store,43.65361341708363,-79.38024401664734
792,"Garden District,Ryerson",43.6571618,-79.37893709999999,HomeSense,Furniture / Home Store,43.6530533,-79.3794496
793,"Garden District,Ryerson",43.6571618,-79.37893709999999,Tangerine Café,Bank,43.653936903308185,-79.37972202364307
794,"Garden District,Ryerson",43.6571618,-79.37893709999999,GB Hand-Pulled Noodles,Chinese Restaurant,43.65643422548463,-79.3837827356398
795,"Garden District,Ryerson",43.6571618,-79.37893709999999,EB Games,Video Game Store,43.65529344166874,-79.38032812642462
796,"Garden District,Ryerson",43.6571618,-79.37893709999999,Citrus Restaurant & Lounge @ The Grand Hotel,Lounge,43.65627304573888,-79.37422062269164
797,"Garden District,Ryerson",43.6571618,-79.37893709999999,Imperial Pub,Pub,43.656254269765554,-79.37895528846455
798,"Garden District,Ryerson",43.6571618,-79.37893709999999,Panago,Pizza Place,43.65825817735338,-79.38431282558368
799,"Garden District,Ryerson",43.6571618,-79.37893709999999,Coco Fresh Tea & Juice,Bubble Tea Shop,43.65865989038909,-79.38204032226336
800,"Garden District,Ryerson",43.6571618,-79.37893709999999,Disney Store,Toy / Game Store,43.654248,-79.381232
801,"Garden District,Ryerson",43.6571618,-79.37893709999999,Chatime 日出茶太,Bubble Tea Shop,43.65554164147378,-79.38468427043244
802,"Garden District,Ryerson",43.6571618,-79.37893709999999,KAKA,Japanese Restaurant,43.65745745164475,-79.38419169987876
803,"Garden District,Ryerson",43.6571618,-79.37893709999999,Uncle Tetsu's Cheesecake (Uncle Tetsu's Japanese Cheesecake),Dessert Shop,43.65606287245643,-79.38369472446465
804,"Garden District,Ryerson",43.6571618,-79.37893709999999,Vans,Shoe Store,43.654825509733335,-79.38024076741966
805,"Garden District,Ryerson",43.6571618,-79.37893709999999,Bath & Body Works,Distribution Center,43.65418247138001,-79.38094783233447
806,"Garden District,Ryerson",43.6571618,-79.37893709999999,Starbucks,Coffee Shop,43.65446528594945,-79.37891894388453
807,"Garden District,Ryerson",43.6571618,-79.37893709999999,Ethiopiques,Ethiopian Restaurant,43.65651274304155,-79.377077748846
808,"Garden District,Ryerson",43.6571618,-79.37893709999999,Fran's,Diner,43.65426474929814,-79.37912005538317
809,"Garden District,Ryerson",43.6571618,-79.37893709999999,Bubble Republic Tea House 奶茶黨部,Bubble Tea Shop,43.656707495984975,-79.38416470657434
810,"Garden District,Ryerson",43.6571618,-79.37893709999999,Starbucks,Coffee Shop,43.659509,-79.382132
811,"Garden District,Ryerson",43.6571618,-79.37893709999999,Victoria's Secret,Lingerie Store,43.65320588119187,-79.38052200729167
812,"Garden District,Ryerson",43.6571618,-79.37893709999999,Victoria's Secret PINK,Lingerie Store,43.65335746417248,-79.3806734813237
